corpus,sector,target_label,energy_mev,subentry,category,reason
kduq,proton_reaction,natFe,34.0,O0732004,x4i3-parse-failure,uncertainty unresolved (entry-unavailable): entry O0732 is not in the x4i3 index; it is most likely one of the entries x4i3 fails to parse
kduq,proton_reaction,natFe,61.0,O0475004,x4i3-parse-failure,uncertainty unresolved (entry-unavailable): entry O0475 is not in the x4i3 index; it is most likely one of the entries x4i3 fails to parse
kduq,proton_reaction,natPb,9.92,O0741019,x4i3-parse-failure,uncertainty unresolved (entry-unavailable): entry O0741 is not in the x4i3 index; it is most likely one of the entries x4i3 fails to parse
kduq,proton_reaction,natPb,34.0,O0732006,x4i3-parse-failure,uncertainty unresolved (entry-unavailable): entry O0732 is not in the x4i3 index; it is most likely one of the entries x4i3 fails to parse
kduq,proton_reaction,natPb,61.0,O0475006,x4i3-parse-failure,uncertainty unresolved (entry-unavailable): entry O0475 is not in the x4i3 index; it is most likely one of the entries x4i3 fails to parse
kduq,proton_reaction,natPb,185.0,,absent-from-exfor,the supplement marks this row as absent from EXFOR
kduq,proton_reaction,natSi,65.5,O0579005,subentry-withdrawn,subentry not present in entry O0579 for this quantity
kduq,proton_reaction,natSn,9.99,O0741015,x4i3-parse-failure,uncertainty unresolved (entry-unavailable): entry O0741 is not in the x4i3 index; it is most likely one of the entries x4i3 fails to parse
kduq,proton_reaction,natSn,34.0,O0732005,x4i3-parse-failure,uncertainty unresolved (entry-unavailable): entry O0732 is not in the x4i3 index; it is most likely one of the entries x4i3 fails to parse
kduq,proton_reaction,natSn,61.0,O0475005,x4i3-parse-failure,uncertainty unresolved (entry-unavailable): entry O0475 is not in the x4i3 index; it is most likely one of the entries x4i3 fails to parse
kduq,proton_reaction,natZr,10.03,O0741016,x4i3-parse-failure,uncertainty unresolved (entry-unavailable): entry O0741 is not in the x4i3 index; it is most likely one of the entries x4i3 fails to parse
test,neutron_elastic,181Ta,0.323,13965002,subentry-withdrawn,subentry not present in entry 13965 for this quantity
test,neutron_elastic,181Ta,0.37,13965002,subentry-withdrawn,subentry not present in entry 13965 for this quantity
test,neutron_elastic,181Ta,0.414,13965002,subentry-withdrawn,subentry not present in entry 13965 for this quantity
test,neutron_elastic,181Ta,0.469,13965002,subentry-withdrawn,subentry not present in entry 13965 for this quantity
test,neutron_elastic,181Ta,0.522,13965002,subentry-withdrawn,subentry not present in entry 13965 for this quantity
test,neutron_elastic,181Ta,0.568,13965002,subentry-withdrawn,subentry not present in entry 13965 for this quantity
test,neutron_elastic,181Ta,0.615,13965002,subentry-withdrawn,subentry not present in entry 13965 for this quantity
test,neutron_elastic,181Ta,0.666,13965002,subentry-withdrawn,subentry not present in entry 13965 for this quantity
test,neutron_elastic,181Ta,0.719,13965002,subentry-withdrawn,subentry not present in entry 13965 for this quantity
test,neutron_elastic,181Ta,0.767,13965002,subentry-withdrawn,subentry not present in entry 13965 for this quantity
test,neutron_elastic,181Ta,0.815,13965002,subentry-withdrawn,subentry not present in entry 13965 for this quantity
test,neutron_elastic,181Ta,0.867,13965002,subentry-withdrawn,subentry not present in entry 13965 for this quantity
test,neutron_elastic,181Ta,0.911,13965002,subentry-withdrawn,subentry not present in entry 13965 for this quantity
test,neutron_elastic,181Ta,0.967,13965002,subentry-withdrawn,subentry not present in entry 13965 for this quantity
test,neutron_elastic,181Ta,1.015,13965002,subentry-withdrawn,subentry not present in entry 13965 for this quantity
test,neutron_elastic,181Ta,1.068,13965002,subentry-withdrawn,subentry not present in entry 13965 for this quantity
test,neutron_elastic,181Ta,1.11,13965002,subentry-withdrawn,subentry not present in entry 13965 for this quantity
test,neutron_elastic,181Ta,1.163,13965002,subentry-withdrawn,subentry not present in entry 13965 for this quantity
test,neutron_elastic,181Ta,1.213,13965002,subentry-withdrawn,subentry not present in entry 13965 for this quantity
test,neutron_elastic,181Ta,1.261,13965002,subentry-withdrawn,subentry not present in entry 13965 for this quantity
test,neutron_elastic,181Ta,1.309,13965002,subentry-withdrawn,subentry not present in entry 13965 for this quantity
test,neutron_elastic,181Ta,1.359,13965002,subentry-withdrawn,subentry not present in entry 13965 for this quantity
test,neutron_elastic,181Ta,1.415,13965002,subentry-withdrawn,subentry not present in entry 13965 for this quantity
test,neutron_elastic,181Ta,1.465,13965002,subentry-withdrawn,subentry not present in entry 13965 for this quantity
test,neutron_elastic,181Ta,4.51,13965002,subentry-withdrawn,subentry not present in entry 13965 for this quantity
test,neutron_elastic,181Ta,5.01,13965002,subentry-withdrawn,subentry not present in entry 13965 for this quantity
test,neutron_elastic,181Ta,5.51,13965002,subentry-withdrawn,subentry not present in entry 13965 for this quantity
test,neutron_elastic,181Ta,5.91,13965002,subentry-withdrawn,subentry not present in entry 13965 for this quantity
test,neutron_elastic,181Ta,6.51,13965002,subentry-withdrawn,subentry not present in entry 13965 for this quantity
test,neutron_elastic,181Ta,7.14,13965002,subentry-withdrawn,subentry not present in entry 13965 for this quantity
test,neutron_elastic,181Ta,7.51,13965002,subentry-withdrawn,subentry not present in entry 13965 for this quantity
test,neutron_elastic,181Ta,8.03,13965002,subentry-withdrawn,subentry not present in entry 13965 for this quantity
test,neutron_elastic,181Ta,8.41,13965002,subentry-withdrawn,subentry not present in entry 13965 for this quantity
test,neutron_elastic,181Ta,9.06,13965002,subentry-withdrawn,subentry not present in entry 13965 for this quantity
test,neutron_elastic,181Ta,9.51,13965002,subentry-withdrawn,subentry not present in entry 13965 for this quantity
test,neutron_elastic,181Ta,9.99,13965002,subentry-withdrawn,subentry not present in entry 13965 for this quantity
test,neutron_elastic,197Au,4.51,14033002,subentry-withdrawn,subentry not present in entry 14033 for this quantity
test,neutron_elastic,197Au,5.01,14033002,subentry-withdrawn,subentry not present in entry 14033 for this quantity
test,neutron_elastic,197Au,5.51,14033002,subentry-withdrawn,subentry not present in entry 14033 for this quantity
test,neutron_elastic,197Au,5.91,14033002,subentry-withdrawn,subentry not present in entry 14033 for this quantity
test,neutron_elastic,197Au,6.51,14033002,subentry-withdrawn,subentry not present in entry 14033 for this quantity
test,neutron_elastic,197Au,7.14,14033002,subentry-withdrawn,subentry not present in entry 14033 for this quantity
test,neutron_elastic,197Au,7.51,14033002,subentry-withdrawn,subentry not present in entry 14033 for this quantity
test,neutron_elastic,197Au,8.03,14033002,subentry-withdrawn,subentry not present in entry 14033 for this quantity
test,neutron_elastic,197Au,8.41,14033002,subentry-withdrawn,subentry not present in entry 14033 for this quantity
test,neutron_elastic,197Au,9.06,14033002,subentry-withdrawn,subentry not present in entry 14033 for this quantity
test,neutron_elastic,197Au,9.51,14033002,subentry-withdrawn,subentry not present in entry 14033 for this quantity
test,neutron_elastic,197Au,9.99,14033002,subentry-withdrawn,subentry not present in entry 14033 for this quantity
test,neutron_elastic,natFe,8.17,32673002,x4i3-parse-failure,parse failed: list index out of range
test,proton_elastic,64Zn,24.0,O2165003,x4i3-parse-failure,"parse failed: Error while parsing O2165003: Expected only one DATA column, found 0"
